,sentence,pubmed_id,content,label,labeler
0,"3 |||  ||| 0.3 ||| We aimed to establish whether selective blocking of angiotensin II improves LVH beyond reducing blood pressure and, consequently, reduces cardiovascular morbidity and death.",11937178,hether selective blocking of angiotensin II improves LVH beyond reducing blood pressure,pr.SS,limingqi
1,"23 ||| Participants ||| 3.4 ||| We excluded patients with secondary hypertension; myocardial infarction or stroke within the previous 6 months; angina pectoris requiring treatment with ␤-blockers or calcium-antagonists; heart failure or left ventricular ejection fraction of 40% or less; or a disorder that, in the treating physician's opinion, required treatment with losartan or another angiotensin-II type 1-receptor antagonist, atenolol or another ␤-blocker, hydrochlorothiazide, or angiotensin-converting-enzyme inhibitors.",11937178,"excluded patients with secondary hypertension; myocardial infarction or stroke within the previous 6 months; angina pectoris requiring treatment with ␤-blockers or calcium-antagonists; heart failure or left ventricular ejection fraction of 40% or less; or a disorder that, in the treating physician's opinion, required treatment with losartan or another angiotensin-II type 1-receptor antagonist, atenolol or another ␤-blocker, hydrochlorothiazide, or angiotensin-converting-enzyme inhibitors",po.SS,limingqi
2,"5 ||| Introduction ||| 1.2 ||| We assigned participants once daily losartan-based or atenolol-based antihypertensive treatment for at least 4 years and until 1040 patients had a primary cardiovascular event (death, myocardial infarction, or stroke).",11937178,daily losartan-based or atenolol-based antihypertensive treatment for at least 4 years and until 1040 patients had a primary cardiovascular event,i.Diagnostic,limingqi
3,"24 ||| Participants ||| 3.5 ||| We randomly assigned participants losartanbased or atenolol-based regimens after 1-2 weeks of placebo if trough sitting blood pressures were 160-200 mm Hg systolic, 95Ϫ115 mm Hg diastolic, or both.",11937178,"after 1-2 weeks of placebo if trough sitting blood pressures were 160-200 mm Hg systolic, 95Ϫ115 mm Hg diastolic, or both",i.Procedure,limingqi
4,28 ||| Participants ||| 3.9 ||| We followed up patients for at least 4 years with regular visits and increases in drug doses to reach a target blood pressure of less than 140/90 mm Hg (figure 1).,11937178,at least 4 years with regular visits and increases in drug ,i.Diagnostic,limingqi
5,"36 ||| Participants ||| 3.17 ||| We also measured serum and plasma concentrations, in two central laboratories, of haemoglobin, creatinine, alanine aminotransferase, glucose, uric acid, sodium, potassium, total and HDL cholesterol, and urine concentrations of albumin and creatinine.",11937178,"measured serum and plasma concentrations, in two central laboratories, of haemoglobin, creatinine, alanine aminotransferase, glucose, uric acid, sodium, potassium, total and HDL cholesterol, and urine concentrations of albumin and creatinine",i.DiagnosticTest,limingqi
6,"43 ||| Participants ||| 3.24 ||| After the end date, patients had a follow-up clinic visit or at least a vital status check within 6 weeks.",11937178,a follow-up clinic visit or at least a vital status check within 6 weeks,i.Procedure,limingqi
7,"108 ||| Statistical methods ||| 4.63 ||| First, despite the central importance of blood pressure in the complications of hypertension, additional adjustment of the main outcome for small differences in systolic and diastolic pressure had little effect on the estimate of the benefit associated with losartan.",11937178,little effect on the estimate of the benefit associated with losartan,o.Treatment,limingqi
8,"109 ||| Statistical methods ||| 4.64 ||| Second, our results extend those of previous short-term studies by showing greater reduction of LVH, after more than 4 years of treatment, with losartan than with atenolol.",11937178,"greater reduction of LVH, after more than 4 years of treatment, with losartan than with atenolol",o.Treatment,limingqi
9,110 ||| Statistical methods ||| 4.65 ||| This benefit could result from increased protection against the detrimental effects of angiotensin II or from specific effects of losartan.,11937178,increased protection against the detrimental effects of angiotensin II or from specific effects of losartan,o.Treatment,limingqi
10,"89 ||| Statistical methods ||| 4.44 ||| Furthermore, LVH (both on ECG and echocardiography) is a blood-pressure-independent predictor for cerebrovascular events.",11937178,a blood-pressure-independent predictor,o.Treatment,limingqi
11,"91 ||| Statistical methods ||| 4.46 ||| This result is encouraging since reduction of heart rate, and hence myocardial oxygen demand, is generally thought to contribute to the cardioprotective properties of ␤-blockers 12,13 and might have outweighed beneficial coronary vascular effects of losartan.",11937178,"the cardioprotective properties of ␤-blockers 12,13 ",o.Treatment,limingqi
